"BiocVersion","Genome","GenomeSizeMB","NumGenes","NumOrthologs","SourceType","SourceUrl","SourceVersion","Species","Organism","Strain","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","Tags","Title","Description","RDataClass","DispatchClass","ResourceName","RDataPath"
"3.8","FungiDB-39_Foxysporum54006",46.55,"16975","16181","GFF","http://FungiDB.org/common/downloads/Current_Release/Foxysporum54006/gff/data/FungiDB-39_Foxysporum54006.gff","39","Fusarium oxysporum","Fusarium oxysporum f. sp. cubense tropical race 4 54006","f. sp. cubense tropical race 4 54006",1089451,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium oxysporum f. sp. cubense tropical race 4 54006 transcript information","FungiDB 39 transcript information for Fusarium oxysporum f. sp. cubense tropical race 4 54006","GRanges","GRanges","GRanges.Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006.fungidb39.rda"
"3.8","FungiDB-39_Foxysporum26406",54.03,"20033","19089","GFF","http://FungiDB.org/common/downloads/Current_Release/Foxysporum26406/gff/data/FungiDB-39_Foxysporum26406.gff","39","Fusarium oxysporum","Fusarium oxysporum f. sp. melonis 26406","f. sp. melonis 26406",1089452,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium oxysporum f. sp. melonis 26406 transcript information","FungiDB 39 transcript information for Fusarium oxysporum f. sp. melonis 26406","GRanges","GRanges","GRanges.Fusarium_oxysporum_f_sp_melonis_26406.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_oxysporum_f_sp_melonis_26406.fungidb39.rda"
"3.8","PlasmoDB-39_PcynomolgiB",26.18,"5776","5671","GFF","http://PlasmoDB.org/common/downloads/Current_Release/PcynomolgiB/gff/data/PlasmoDB-39_PcynomolgiB.gff","39","Plasmodium cynomolgi","Plasmodium cynomolgi strain B","strain B",1120755,TRUE,"PlasmoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Plasmodium","Plasmodium cynomolgi strain B transcript information","PlasmoDB 39 transcript information for Plasmodium cynomolgi strain B","GRanges","GRanges","GRanges.Plasmodium_cynomolgi_strain_B.plasmodb39.rda","EuPathDB/GRanges/3.8/GRanges.Plasmodium_cynomolgi_strain_B.plasmodb39.rda"
"3.8","ToxoDB-39_TgondiiGAB2-2007-GAL-DOM2",63.55,"9296","8986","GFF","http://ToxoDB.org/common/downloads/Current_Release/TgondiiGAB2-2007-GAL-DOM2/gff/data/ToxoDB-39_TgondiiGAB2-2007-GAL-DOM2.gff","39","Toxoplasma gondii","Toxoplasma gondii GAB2-2007-GAL-DOM2","GAB2-2007-GAL-DOM2",1130820,TRUE,"ToxoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis","Toxoplasma gondii GAB2-2007-GAL-DOM2 transcript information","ToxoDB 39 transcript information for Toxoplasma gondii GAB2-2007-GAL-DOM2","GRanges","GRanges","GRanges.Toxoplasma_gondii_GAB2-2007-GAL-DOM2.toxodb39.rda","EuPathDB/GRanges/3.8/GRanges.Toxoplasma_gondii_GAB2-2007-GAL-DOM2.toxodb39.rda"
"3.8","ToxoDB-39_TgondiiTgCatPRC2",64.19,"10300","9952","GFF","http://ToxoDB.org/common/downloads/Current_Release/TgondiiTgCatPRC2/gff/data/ToxoDB-39_TgondiiTgCatPRC2.gff","39","Toxoplasma gondii","Toxoplasma gondii TgCatPRC2","TgCatPRC2",1130821,TRUE,"ToxoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Toxoplasmosis","Toxoplasma gondii TgCatPRC2 transcript information","ToxoDB 39 transcript information for Toxoplasma gondii TgCatPRC2","GRanges","GRanges","GRanges.Toxoplasma_gondii_TgCatPRC2.toxodb39.rda","EuPathDB/GRanges/3.8/GRanges.Toxoplasma_gondii_TgCatPRC2.toxodb39.rda"
"3.8","PiroplasmaDB-39_BmicrotiRI",6.43,"3685","2928","GFF","http://PiroplasmaDB.org/common/downloads/Current_Release/BmicrotiRI/gff/data/PiroplasmaDB-39_BmicrotiRI.gff","39","Babesia microti","Babesia microti strain RI","strain RI",1133968,TRUE,"PiroplasmaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Piroplasma","Babesia microti strain RI transcript information","PiroplasmaDB 39 transcript information for Babesia microti strain RI","GRanges","GRanges","GRanges.Babesia_microti_strain_RI.piroplasmadb39.rda","EuPathDB/GRanges/3.8/GRanges.Babesia_microti_strain_RI.piroplasmadb39.rda"
"3.8","FungiDB-39_AluchuensisCBS106.47",37.45,"13784","12596","GFF","http://FungiDB.org/common/downloads/Current_Release/AluchuensisCBS106.47/gff/data/FungiDB-39_AluchuensisCBS106.47.gff","39","Aspergillus luchuensis","Aspergillus luchuensis CBS 106.47","CBS 106.47",1137211,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus luchuensis CBS 106.47 transcript information","FungiDB 39 transcript information for Aspergillus luchuensis CBS 106.47","GRanges","GRanges","GRanges.Aspergillus_luchuensis_CBS_106_47.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_luchuensis_CBS_106_47.fungidb39.rda"
"3.8","FungiDB-39_SdiclinaVS20",62.89,"17448","16893","GFF","http://FungiDB.org/common/downloads/Current_Release/SdiclinaVS20/gff/data/FungiDB-39_SdiclinaVS20.gff","39","Saprolegnia diclina","Saprolegnia diclina VS20","VS20",1156394,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Saprolegnia diclina VS20 transcript information","FungiDB 39 transcript information for Saprolegnia diclina VS20","GRanges","GRanges","GRanges.Saprolegnia_diclina_VS20.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Saprolegnia_diclina_VS20.fungidb39.rda"
"3.8","FungiDB-39_AglaucusCBS516.65",27.99,"11429","10200","GFF","http://FungiDB.org/common/downloads/Current_Release/AglaucusCBS516.65/gff/data/FungiDB-39_AglaucusCBS516.65.gff","39","Aspergillus glaucus","Aspergillus glaucus CBS 516.65","CBS 516.65",1160497,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus glaucus CBS 516.65 transcript information","FungiDB 39 transcript information for Aspergillus glaucus CBS 516.65","GRanges","GRanges","GRanges.Aspergillus_glaucus_CBS_516_65.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_glaucus_CBS_516_65.fungidb39.rda"
"3.8","CryptoDB-39_CveliaCCMP2878",193.89,"30806","22661","GFF","http://CryptoDB.org/common/downloads/Current_Release/CveliaCCMP2878/gff/data/CryptoDB-39_CveliaCCMP2878.gff","39","Chromera velia","Chromera velia CCMP2878","CCMP2878",1169474,TRUE,"CryptoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium","Chromera velia CCMP2878 transcript information","CryptoDB 39 transcript information for Chromera velia CCMP2878","GRanges","GRanges","GRanges.Chromera_velia_CCMP2878.cryptodb39.rda","EuPathDB/GRanges/3.8/GRanges.Chromera_velia_CCMP2878.cryptodb39.rda"
"3.8","CryptoDB-39_VbrassicaformisCCMP3155",72.7,"23503","18207","GFF","http://CryptoDB.org/common/downloads/Current_Release/VbrassicaformisCCMP3155/gff/data/CryptoDB-39_VbrassicaformisCCMP3155.gff","39","Vitrella brassicaformis","Vitrella brassicaformis CCMP3155","CCMP3155",1169540,TRUE,"CryptoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Cryptosporidium","Vitrella brassicaformis CCMP3155 transcript information","CryptoDB 39 transcript information for Vitrella brassicaformis CCMP3155","GRanges","GRanges","GRanges.Vitrella_brassicaformis_CCMP3155.cryptodb39.rda","EuPathDB/GRanges/3.8/GRanges.Vitrella_brassicaformis_CCMP3155.cryptodb39.rda"
"3.8","MicrosporidiaDB-39_EromaleaeSJ2008",2.19,"1883","1824","GFF","http://MicrosporidiaDB.org/common/downloads/Current_Release/EromaleaeSJ2008/gff/data/MicrosporidiaDB-39_EromaleaeSJ2008.gff","39","Encephalitozoon romaleae","Encephalitozoon romaleae SJ-2008","SJ-2008",1178016,TRUE,"MicrosporidiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia","Encephalitozoon romaleae SJ-2008 transcript information","MicrosporidiaDB 39 transcript information for Encephalitozoon romaleae SJ-2008","GRanges","GRanges","GRanges.Encephalitozoon_romaleae_SJ-2008.microsporidiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Encephalitozoon_romaleae_SJ-2008.microsporidiadb39.rda"
"3.8","TriTrypDB-39_LaethiopicaL147",31.63,"8826","8630","GFF","http://TriTrypDB.org/common/downloads/Current_Release/LaethiopicaL147/gff/data/TriTrypDB-39_LaethiopicaL147.gff","39","Leishmania aethiopica","Leishmania aethiopica L147","L147",1206056,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Leishmania aethiopica L147 transcript information","TriTrypDB 39 transcript information for Leishmania aethiopica L147","GRanges","GRanges","GRanges.Leishmania_aethiopica_L147.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Leishmania_aethiopica_L147.tritrypdb39.rda"
"3.8","TriTrypDB-39_LtropicaL590",33.02,"8938","8724","GFF","http://TriTrypDB.org/common/downloads/Current_Release/LtropicaL590/gff/data/TriTrypDB-39_LtropicaL590.gff","39","Leishmania tropica","Leishmania tropica L590","L590",1206058,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Leishmania tropica L590 transcript information","TriTrypDB 39 transcript information for Leishmania tropica L590","GRanges","GRanges","GRanges.Leishmania_tropica_L590.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Leishmania_tropica_L590.tritrypdb39.rda"
"3.8","FungiDB-39_PjiroveciiSE8",8.12,"3752","3154","GFF","http://FungiDB.org/common/downloads/Current_Release/PjiroveciiSE8/gff/data/FungiDB-39_PjiroveciiSE8.gff","39","Pneumocystis jirovecii","Pneumocystis jirovecii SE8","SE8",1209962,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pneumocystis jirovecii SE8 transcript information","FungiDB 39 transcript information for Pneumocystis jirovecii SE8","GRanges","GRanges","GRanges.Pneumocystis_jirovecii_SE8.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pneumocystis_jirovecii_SE8.fungidb39.rda"
"3.8","FungiDB-39_PaphanidermatumDAOMBR444",35.88,"12363","11929","GFF","http://FungiDB.org/common/downloads/Current_Release/PaphanidermatumDAOMBR444/gff/data/FungiDB-39_PaphanidermatumDAOMBR444.gff","39","Pythium aphanidermatum","Pythium aphanidermatum DAOM BR444","DAOM BR444",1223555,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium aphanidermatum DAOM BR444 transcript information","FungiDB 39 transcript information for Pythium aphanidermatum DAOM BR444","GRanges","GRanges","GRanges.Pythium_aphanidermatum_DAOM_BR444.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_aphanidermatum_DAOM_BR444.fungidb39.rda"
"3.8","FungiDB-39_ParrhenomanesATCC12531",44.67,"13857","13222","GFF","http://FungiDB.org/common/downloads/Current_Release/ParrhenomanesATCC12531/gff/data/FungiDB-39_ParrhenomanesATCC12531.gff","39","Pythium arrhenomanes","Pythium arrhenomanes ATCC 12531","ATCC 12531",1223556,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium arrhenomanes ATCC 12531 transcript information","FungiDB 39 transcript information for Pythium arrhenomanes ATCC 12531","GRanges","GRanges","GRanges.Pythium_arrhenomanes_ATCC_12531.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_arrhenomanes_ATCC_12531.fungidb39.rda"
"3.8","FungiDB-39_PirregulareDAOMBR486",42.97,"13869","13419","GFF","http://FungiDB.org/common/downloads/Current_Release/PirregulareDAOMBR486/gff/data/FungiDB-39_PirregulareDAOMBR486.gff","39","Pythium irregulare","Pythium irregulare DAOM BR486","DAOM BR486",1223557,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium irregulare DAOM BR486 transcript information","FungiDB 39 transcript information for Pythium irregulare DAOM BR486","GRanges","GRanges","GRanges.Pythium_irregulare_DAOM_BR486.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_irregulare_DAOM_BR486.fungidb39.rda"
"3.8","FungiDB-39_PiwayamaiDAOMBR242034",43.2,"14940","14198","GFF","http://FungiDB.org/common/downloads/Current_Release/PiwayamaiDAOMBR242034/gff/data/FungiDB-39_PiwayamaiDAOMBR242034.gff","39","Pythium iwayamai","Pythium iwayamai DAOM BR242034","DAOM BR242034",1223558,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium iwayamai DAOM BR242034 transcript information","FungiDB 39 transcript information for Pythium iwayamai DAOM BR242034","GRanges","GRanges","GRanges.Pythium_iwayamai_DAOM_BR242034.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_iwayamai_DAOM_BR242034.fungidb39.rda"
"3.8","FungiDB-39_PultimumBR650",37.63,"14091","13072","GFF","http://FungiDB.org/common/downloads/Current_Release/PultimumBR650/gff/data/FungiDB-39_PultimumBR650.gff","39","Pythium ultimum","Pythium ultimum var. sporangiiferum BR650","var. sporangiiferum BR650",1223559,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium ultimum var. sporangiiferum BR650 transcript information","FungiDB 39 transcript information for Pythium ultimum var. sporangiiferum BR650","GRanges","GRanges","GRanges.Pythium_ultimum_var_sporangiiferum_BR650.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_ultimum_var_sporangiiferum_BR650.fungidb39.rda"
"3.8","FungiDB-39_PvexansDAOMBR484",33.84,"11991","11580","GFF","http://FungiDB.org/common/downloads/Current_Release/PvexansDAOMBR484/gff/data/FungiDB-39_PvexansDAOMBR484.gff","39","Pythium vexans","Pythium vexans DAOM BR484","Pythium vexans DAOM BR484",1223560,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Pythium vexans DAOM BR484 transcript information","FungiDB 39 transcript information for Pythium vexans DAOM BR484","GRanges","GRanges","GRanges.Pythium_vexans_DAOM_BR484.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Pythium_vexans_DAOM_BR484.fungidb39.rda"
"3.8","FungiDB-39_Foxysporumrace1",47.66,"15916","15412","GFF","http://FungiDB.org/common/downloads/Current_Release/Foxysporumrace1/gff/data/FungiDB-39_Foxysporumrace1.gff","39","Fusarium oxysporum","Fusarium oxysporum f. sp. cubense race 1","f. sp. cubense race 1",1229664,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium oxysporum f. sp. cubense race 1 transcript information","FungiDB 39 transcript information for Fusarium oxysporum f. sp. cubense race 1","GRanges","GRanges","GRanges.Fusarium_oxysporum_f_sp_cubense_race_1.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_oxysporum_f_sp_cubense_race_1.fungidb39.rda"
"3.8","FungiDB-39_Foxysporumrace4",52.93,"14962","14460","GFF","http://FungiDB.org/common/downloads/Current_Release/Foxysporumrace4/gff/data/FungiDB-39_Foxysporumrace4.gff","39","Fusarium oxysporum","Fusarium oxysporum f. sp. cubense race 4","f. sp. cubense race 4",1229665,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium oxysporum f. sp. cubense race 4 transcript information","FungiDB 39 transcript information for Fusarium oxysporum f. sp. cubense race 4","GRanges","GRanges","GRanges.Fusarium_oxysporum_f_sp_cubense_race_4.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_oxysporum_f_sp_cubense_race_4.fungidb39.rda"
"3.8","PlasmoDB-39_PinuiSanAntonio1",27.41,"5879","5433","GFF","http://PlasmoDB.org/common/downloads/Current_Release/PinuiSanAntonio1/gff/data/PlasmoDB-39_PinuiSanAntonio1.gff","39","Plasmodium inui","Plasmodium inui San Antonio 1","San Antonio 1",1237626,TRUE,"PlasmoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Plasmodium","Plasmodium inui San Antonio 1 transcript information","PlasmoDB 39 transcript information for Plasmodium inui San Antonio 1","GRanges","GRanges","GRanges.Plasmodium_inui_San_Antonio_1.plasmodb39.rda","EuPathDB/GRanges/3.8/GRanges.Plasmodium_inui_San_Antonio_1.plasmodb39.rda"
"3.8","MicrosporidiaDB-39_AalgeraePRA109",17.53,"5330","4746","GFF","http://MicrosporidiaDB.org/common/downloads/Current_Release/AalgeraePRA109/gff/data/MicrosporidiaDB-39_AalgeraePRA109.gff","39","Anncaliia algerae","Anncaliia algerae PRA109","PRA109",1240240,TRUE,"MicrosporidiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia","Anncaliia algerae PRA109 transcript information","MicrosporidiaDB 39 transcript information for Anncaliia algerae PRA109","GRanges","GRanges","GRanges.Anncaliia_algerae_PRA109.microsporidiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Anncaliia_algerae_PRA109.microsporidiadb39.rda"
"3.8","AmoebaDB-39_AcastellaniiNeff",42.02,"16130","12207","GFF","http://AmoebaDB.org/common/downloads/Current_Release/AcastellaniiNeff/gff/data/AmoebaDB-39_AcastellaniiNeff.gff","39","Acanthamoeba castellanii","Acanthamoeba castellanii str. Neff","str. Neff",1257118,TRUE,"AmoebaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Amoeba","Acanthamoeba castellanii str. Neff transcript information","AmoebaDB 39 transcript information for Acanthamoeba castellanii str. Neff","GRanges","GRanges","GRanges.Acanthamoeba_castellanii_str_Neff.amoebadb39.rda","EuPathDB/GRanges/3.8/GRanges.Acanthamoeba_castellanii_str_Neff.amoebadb39.rda"
